product_name,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,fibre_g,sodium_g,sub_type,form,class_name,subclass_name,nova,classification_method,class_confidence,subclass_confidence,nova_confidence,needs_review,classification_timestamp
SAVANAH MANGO JUICE,,,,,,,,,Mango Juice,Liquid,DILUTING JUICE,SQUASHES,Ultra-processed foods,simulated_lookup_exact,0.99,0.99,0.99,FALSE,2026-04-07T09:21:17.880566+00:00
SAVANAH ORANGE JUICE,,,,,,,,,Orange Juice,Liquid,DILUTING JUICE,SQUASHES,Ultra-processed foods,simulated_lookup_fuzzy,0.872,0.842,0.862,FALSE,2026-04-07T09:21:17.880566+00:00
SAVANAH PINEAPPLE JUICE,,,,,,,,,Pineapple Juice,Liquid,DILUTING JUICE,SQUASHES,Ultra-processed foods,simulated_lookup_fuzzy,0.85,0.82,0.84,FALSE,2026-04-07T09:21:17.880566+00:00
SAVANAH PUNCH FRUIT DRINK,108,451,0.44,26.51,22.88,0.15,0.2,0.01,Drink,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SAVANAH PUNCH FRUIT JUICE,108,451.87,0.44,26.51,22.88,0.15,0.2,0.01,Fruit Juice,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SAVANAH STRAWBERRY JUICE,90,376.56,0.71,18.49,18.25,1.42,0.2,0.002,Juice,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SAVOURY BANANA CRISPS,640,,12,44,0,48,0,0,Banana Crisps,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SAVOURY CASSAVA CRISPS,,,,,,,,,Cassava Crisps,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SAXA SO LOW SALT,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SCHWEPPES TONIC WATER,130,543,,33,33,,,0.055,Tonic Water,Liquid,SODAS AND CARBONATED DRINKS,SODAS,Ultra-processed foods,simulated_lookup_fuzzy,0.739,0.709,0.729,TRUE,2026-04-07T09:21:17.880566+00:00
SCORE ENERGY DRINK CRUSH,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SCORE ENERGY DRINK GT,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SCORE ENERGY DRINK PASSION,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SCORE ENERGY DRINK PINK LEMON,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SCORE ENERGY DRINK STRIKER,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SEA KORUS PREMIUM OYSTER SAUCE,131.579,550.526,3.15789,30,21.0526,0,,,Oyster Sauce,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SESAME SEEDS,,,,,,,,,Sesame Seeds,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SESIA FRIED PEANUTS,600,2510.4,27.2,14,0,49.2,0,0.832,Fried Peanuts,Solid,SALTED/SUGARED NUTS,SALTED PEANUTS,Processed foods,simulated_lookup_fuzzy,0.769,0.739,0.759,TRUE,2026-04-07T09:21:17.880566+00:00
SESIA PEELED PEANUTS,,,,,,,,,Peeled Peanuts,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SESIA PURE HONEY,322,1347.24,,82,82,,,0.01,Honey,Paste,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SESIA PURE HONEY SQUEEZE,322,1347.24,,82,82,,,0.01,Honey,Paste,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SESIA ROASTED PEANUTS,594,2485.3,30,7.3,5.1,47,8.6,0.8,Roasted Peanuts,Solid,SALTED/SUGARED NUTS,SALTED PEANUTS,Processed foods,simulated_lookup_fuzzy,0.791,0.761,0.781,TRUE,2026-04-07T09:21:17.880566+00:00
SHA ER GE HOT AND SPICY BLACK RICE CRUST,1896.67,7935.65,73.3333,70,,153.333,,,Rice Crust,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHA ER GE HOT AND SPICY RICE CRUST CHIPS,524,2192.4,24,56,12,32,,0.58,Rice Crust Chips,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR BLACK PEPPER POWDER,,,,,,,,,Pepper Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR CARDAMOM POWDER,400,1673.6,5,80,,5,,,Cardamom Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR CHICKEN MASALA,344.14,1440.01,9.19,56.94,,8.85,,0.258,Chicken Masala,Powder,HERBS AND SPICES,SPICES - CHICKEN MASALA,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.723,0.693,0.713,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR CHICKEN PILAU,98.5714,412.423,7.71429,12.2857,1.14286,1.71429,0.857143,0.342857,Chicken Pilau Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR CHILLIES POWDER,398,1665.23,16,52,,13,,,Chillies Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR CINNAMON POWDER,,,,,,,,,Cinnamon Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR CUMIN POWDER,375,1567.5,18,44,2,22,10.5,0.168,Cumin Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR CURRY POWDER,437.5,1830.5,12.5,50,,12.5,37.5,8.375,Curry Powder,Powder,HERBS AND SPICES,SPICES - CURRY POWDER,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.75,0.72,0.74,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR DAAL MASALA,,,,,,,,,Daal Masala,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR FISH MASALA,385.7,1627.1,16.5,58.1,,9.7,,1.4166,Fish Masala,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR FISH TIKA MASALA,,,,,,,,,Fish Tika Masala,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR GARLIC POWDER,360,1506.24,,60,,,40,0.08,Garlic Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR GINGER POWDER,19,79.496,,3,,,,0.002,Ginger Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR MEAT CURRY MASALA,126,527.18,3,5,0.8,2.8,1.2,0.195,Meat Curry Masala,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR MEAT PILAU MIX,234.732,982.118,4.31235,24.5221,,13.0303,,,Meat Pilau,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR MINCE MEAT MASALA,98.5714,412.423,7.71429,12.2857,1.14286,1.71429,0.857143,0.342857,Mince Meat Masala,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR PILAU RICE MIX,171,715.464,3,30,1,3,2,,Pilau Rice Mix,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR PRAWNS MASALA,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR PRAWNS PIRI PIRI SPICE,90.6667,379.349,,,,2.66667,,,Prawns Piri Piri Spice,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR SHISH KEBAB SPICE,296,1238.46,12.5,38,19.5,9.5,,2.955,Shish Kebab Spice,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR TURMERIC POWDER,350,1464.4,,60,,10,20,0.03,Turmeric Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR VEGETABLE MASALA SPICE,,,,,,,,,Vegetable Masala Spice,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHALIMAR'S CHICKEN TIKKA MIX,126,527.18,3,5,0.8,2.8,1.2,0.195,Chicken Tikka Mix,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHAN BREAKFAST NIHARI MIX,300,1255.2,10,40,,10,20,13.3,Nihari Mix,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHAN CHICKEN GINGER SEASONING MIX,300,1260,10,40,,10,10,9.1,Seasoning Mix,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHAN SPLIT WHITE URAD DAL,364,1492,21.6,62.4,2.2,1.4,15.2,0.17,White Urad Dal,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHAN WHITE URAD DAL,364,1522.9,21.6,62.4,2.2,1.4,15.2,0.17,Urad Dal,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD GREEN LABEL MANGO CHUTNEY,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD GREEN LABEL SPREAD MANGO CHUTNEY,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD HOISIN MARINADE SAUCE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD HOT MADRAS SAUCE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD JALFREZI SAUCE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD KORMA 30% LESS FAT,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD KORMA SAUCE,96,401,1.1,9.2,6,5.9,0.9,,Sauce,Paste,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD MEDIUM CURRY POWDER,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD MILD CURRY POWDER,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD REAL OYSTER SAUCE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD ROGAN JOSH,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD STIR FRY BLACK BEAN SAUCE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD STIR FRY SWEET & SOUR SAUCE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD SWEET & SOUR 30% LESS SUG,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD SWEET CHILLI & RED PEPPER,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD TIK MAS 30% LESS FAT,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SHARWOOD TIKKA MASALA SAUCE,118,492,1.6,9.1,6,8,1.7,,Sauce,Paste,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SILEO FINE GRAIN NATURAL SALT,46.1,193,5.1,4.1,,1.3,,,Natural Salt,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SILEO NATURAL BATH CRYSTAL SALT,0,0,0,0,0,0,0,40,Crystal Salt,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SILEO NATURAL CRYSTALS STONE SALT,46.1,193,5.1,4.1,0,1.3,,,Crystals Stone Salt,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SILEO NATURAL FINE SALT,0,0,0,0,0,0,0,40,Fine Salt,Solid,SALT,SEA SALT,Processed Culinary Ingredients,simulated_lookup_fuzzy,0.773,0.743,0.763,TRUE,2026-04-07T09:21:17.880566+00:00
SILEO NATURAL SALT,46.1,193,5.1,4.1,,1.3,,,Salt,Powder,SALT,SEA SALT,Processed Culinary Ingredients,simulated_lookup_fuzzy,0.769,0.739,0.759,TRUE,2026-04-07T09:21:17.880566+00:00
SILLY BROTHER GARLIC PEANUTS,571.429,2389.29,25,21.4286,3.57143,46.4286,7.14286,0.428571,Peanuts,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI CINNAMON GROUND,16,66.944,0,5,0,0,0,0,Ground Cinnamon,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI CLOVES GROUND SPICES,5,20.92,0,1,0,0,0,0.005,Cloves Ground Spices,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI CURRY POWDER,325,1359.8,13,58,2.8,14,33,0.052,Curry Powder,Powder,HERBS AND SPICES,SPICES - CURRY POWDER,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.744,0.714,0.734,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI DHANA JEERA,8,33.472,0,0,0,0,0,0,Ground Dhana Jeera,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI DRIED ROSEMARY LEAVES,1,4.184,0,1,0,0,0,0,Rosemary Leaves,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI FISH MASALA,385.7,1627.1,16.5,58.1,,9.7,,1.4166,Fish Masala,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI GARAM MASALA,1600,6694.4,20,320,260,20,,3.8,Garam Masala,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI GROUND CARDAMOM,6,25.104,0,1,0,0,0,0,Ground Cardamom,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI GROUND CINNAMON,247,1033,4,81,2.2,1.2,53,0.01,Ground Cinnamon,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI GROUND CUMIN,334,1397.46,20,12,0,15,0,0,Ground Cumin,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI MIXED HERBS,290,1213.36,11.1,55.3,,2.8,,,Mixed Herbs,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI MUSTARD POWDER,500,2090,25,30,5,35,10,0.015,Mustard Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI OREGANO,355,1485.32,6.7,77,,2.2,,,Oregano,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI PURE GINGER POWDER,20,83.68,,5,1,,,,Ginger Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI PURE RED CHILLY POWDER,398,1665.23,16,52,,13,,,Red Chilly Powder,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI RESUNS GROUND CLOVES,,,,,,,,,Ground Cloves,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SIMBA MBILI SPICE SEASONING CHICKEN MASALA,300,1255.2,17,42,4,7,1,0.58,Chicken Masala,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SKIPPY CHUNKY PEANUT BUTTER,180,752.4,7,8,4,15,2,0.125,Peanut Butter,Paste,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SKIPPY PEANUT BUTTER CREAMY,350,1463,7,6,3,16,2,0.15,Peanut Butter,Paste,PEANUT BUTTER,PEANUT BUTTER,Ultra-processed foods,simulated_lookup_fuzzy,0.75,0.72,0.74,TRUE,2026-04-07T09:21:17.880566+00:00
SKITTLES COATED CRAZY SOURS CANDY,397,1661.05,,87.9,87,4,,,Candy,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SKITTLES COATED FRUITS CANDY,404,1712,,90.7,89.8,4.2,,2.00E-05,Candy,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SMARTIES HEXATUBE MP,470,1973,5,26,9,7,0.3,0,Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SNAK IT SALTY BIKIS,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SNICKERS CHOCOLATE BAR WITH PEANUTS CARAMEL,250,1046,4,32,28,12,1,0.125,Chocolate Bar,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOCADO CARA SALATO CHOCOLATE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOCADO MANDORLA 75 COCOA DARK CHOCOLATE,645,2699,4.9,34,31,53,,,Dark Chocolate,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOKO FLOUR MAIZE MEAL,351,1491,7.8,77.7,0.5,0.8,1,,Maize Meal Flour,Solid,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.833,0.803,0.823,TRUE,2026-04-07T09:21:17.880566+00:00
SOKO HOME BAKING FLOUR,364,1522.97,10,76,0.3,1,,0.002,Baking Flour,Solid,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.842,0.812,0.832,TRUE,2026-04-07T09:21:17.880566+00:00
SOKO MAIZE MEAL FLOUR,351,1491,7.8,77.7,0.5,0.8,1,,Maize Meal Flour,Solid,MAIZE/CORN FLOUR,MAIZE FLOUR,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.833,0.803,0.823,TRUE,2026-04-07T09:21:17.880566+00:00
SOKO NUTRIGO WHOLE GRAIN MAIZE MEAL,343,1435,0,84,,0,,,Maize Meal,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOKO NUTRIGO WHOLE GRAIN MAIZE MEAL FLOUR,343,1435,,84,,,,,Maize Meal Flour,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOKO PURE WIMBI PORRIDGE FLOUR,330,1380.72,14,71,,3,3,0.004,Porridge Flour,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOKO WIMBI MIX SOUR PORRIDGE FLOUR,330,1380.72,14,71,,3,3,0.004,Porridge Flour,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOLEN CRISS CROSS HAZELNUT WAFER,,,,,,,,,Wafer,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOLEN OZMO POPSY COLORED CHOCOLATE CANDY,479,2004.14,3.8,75.4,70.1,17.6,1.8,,Candy,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOLEN PAPITA CARAMEL BISCUITS33GX24,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOLEN PAPITA MILK CHOCOLATE AND CARAMEL COATED BISCUIT,,,,,,,,,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOLEN PAPITA MILK CHOCOLATE CREAM COATED BISCUIT,,,,,,,,,Biscuit,Solid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SOYA GOLD SOYBEAN OIL,900,900,,,,60,,,Soybean Oil,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SPARKLING CHUPA CHUPS GRAPE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SPRITE,48,197,,12,12,,,,Soft Drink,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SPRITE CARBONATED SOFT DRINK,48,197,,12,12,,,,Soft Drink,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SPRITE SODA,48,197,,12,12,,,,Soft Drink,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
SPRITE SODA CARBONATED SOFT DRINK,48,197,,12,12,,,,Soft Drink,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ST DALFOUR FRANCE STRAWBERRY JAM,213,891.192,0.5,52,48,0.5,,0.011,Jam,Jelly,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ST DALFOUR RASPBERRY NAS FRUIT JAM,232,986,0.5,56,10,0.5,3.2,0.007,Jam,Jelly,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
STARBUCKS BLONDE B EXPRESSO WHOLE BEAN,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
STARBUCKS COFFEE VERONA COFFEE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
STARBUCKS DARK ESPRESSO ROAST FINE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
STARBUCKS ESPRESSO ROAST DECAF,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
STARBUCKS MEDIUM PIKE PLACE WHOLE BEAN,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
STARBUCKS PIKE PLACE COFFEE,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
STARBUCKS PODS HOUSE BLEND,,,,,,,,,,,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
